"1","0.16436658059568474","0.9190905557527341","27","1","[1] Earth Shelter: earth sheltered building, nature built environment, keeping buildings cool",
"10","-0.7466022604830164","0.6639623864190671","0","1","[10] Trombe Walls: consumption cooling buildings, keeping buildings cool, heat absorbed indoor",
"101","0.7061338775427406","0.5979643801349499","6","1","[101] Misting Systems for Greenhouses: miview projectsgrowspan greenhouse, green building programsgreen, homelondon roof gardens",
"106","-1.753713474546607","0.4410878231235296","9","3","[106] District Cooling: district cooling sustainable, sustainable urban cooling, consumption cooling buildings",
"108","1.606623600422006","0.40404506318377037","25","1","[108] Passive Cooling: structures angola, landscape architecture master, generously purpose building",
"109","1.6792626762214045","0.22094305532769767","25","1","[109] Ventilated Glass Facade Systems: silesian museum katowiceproduct, structures angola, cool buildings improved",
"11","1.6676941716851217","0.23168689164372122","7","1","[11] Earth Tubes: earthship rental homes, earth sheltered building, nature built environment",
"110","-0.41070597668875436","0.02524431001542256","29","2","[110] Cool Pavements: phoenix cool pavement, results cool pavement, sustainable urban coolingsustainable",
"111","0.963938043907685","0.47873384655925655","6","2","[111] Sponge Cities: chinese cities sponges, ecological design yeang, nature built environment",
"113","-0.8863752134872108","-0.19835212090693138","12","2","[113] Using Propane as a refrigerant: sustainable urban coolingsustainable, urban heat islands, sustainable urban cooling",
"114","-0.767825206954112","-0.2525289954164923","13","1","[114] Phase Change Materials (PCMs): heat exchanger air, sustainable urban cooling, consumption cooling buildings",
"115","1.4755391283383446","0.4023623976399542","25","1","[115] Air Curtains: sultan grand mosque, towers masharabiya shading, disuse iran windcatchers",
"116","-0.5158628510086894","-0.4191287309670271","15","2","[116] Deep Water Source Cooling: water source cooling, climate friendly cooling, humidity cooling heating",
"117","-0.6381739733397098","-0.21904712577160565","17","2","[117] Using water/fountains to cope with heat waves in cities: fountain greater cooling, water source cooling, climate friendly cooling",
"118","-0.8642469002909317","-0.6701232048716831","3","2","[118] Recruiting Chief Heat Officers: chief heat officers, heat mitigation outreach, gov heat islands",
"119","-0.018427422037240068","-0.3540880650865426","26","2","[119] Stormwater Harvesting: contributes rainwater harvesting, heat island mitigation, sustainable urban coolingsustainable",
"12","0.3081411463682529","0.8466003850585908","6","1","[12] Marina One: nature built environment, ecological design yeang, environment circular economyin",
"120","-1.5217434950635582","-0.11446775559012391","23","2","[120] The Global Covenant of Mayors on Climate Action: sustainable urban cooling, sustainable urban coolingsustainable, climate friendly cooling",
"122","-0.21922826600648362","-0.3714474734915822","19","1","[122] Identifying and Securing Funding for Cooling Interventions: financing heat resilience, heat resilience alliance, heat resilience project",
"123","-0.4449150484137245","-0.7626121363012284","19","2","[123] Race to Zero Global Campaign: 2050 today heat, cooling sustainable, climate friendly cooling",
"124","1.2123155220912698","-0.7924668871429722","4","2","[124] Race to Resilience Campaign: race resilience campaign, heat resilience alliance, heat resilience project",
"125","-0.19496706602675726","-0.5497471197159384","19","2","[125] Extreme Heat Resilience Alliance (EHRA): heat resilience alliance, heat vulnerable communities, heat resilience project",
"126","-1.5266055904249807","-0.06834529294659815","23","2","[126] Naming and Ranking Heat Waves: sustainable urban coolingsustainable, sustainable urban cooling, heat weakening cities",
"127","-1.5266055904249807","-0.06834529294659815","23","2","[127] Investing in Capacity Building and Training: sustainable urban coolingsustainable, sustainable urban cooling, heat weakening cities",
"129","-0.3436027435077768","-0.7260601188484206","19","2","[129] Update collection and Analysis of Heat Health data: heat vulnerable communities, extreme heat mortality, heat mitigation outreach",
"13","0.9117137477466133","0.6464280015416793","11","1","[13] BCA Green Mark: green building programsgreen, green building technology, nature built environment",
"131","-1.3831055593061237","-0.20667069077340008","3","2","[131] Scale up Heat Mitigation and Resiliency Programs: heat mitigation outreach, heat resilience project, heat resilience alliance",
"132","-0.3436027435077768","-0.7260601188484206","19","2","[132] Employ Legal Mechanisms to prioritize protecting heat vulnerable communities: heat vulnerable communities, extreme heat mortality, heat mitigation outreach",
"133","2.5268252094866743","0.16273549727254707","7","1","[133] Car Free Zones: medina fezthe, sultan grand mosque, silesian museum katowiceproduct",
"134","-0.3955075946609133","-0.7046125403750635","19","2","[134] Changing Hospital Layout: climate events hospitals, heat mitigation outreach, extreme heat mortality",
