"1","0.10523830951793275","0.11476454070274784","16","0","[1] Earth Shelter: cool roofs, sustainable energy, energy efficiency",
"10","-0.2983539039744266","0.13127735218167283","-1","0","[10] Trombe Walls: cool roofs, evaporative and ventilation cooling, geothermal cooling",
"101","0.5647187208923452","-0.03553123526740825","16","0","[101] Misting Systems for Greenhouses: cool roofs, renewable energy, sustainable energy",
"106","-0.8469870694733828","-0.06773069805421454","-1","2","[106] District Cooling: air-conditioning cooling, evaporative and ventilation cooling, passive cooling",
"108","0.744487638383243","0.2759704074774635","17","0","[108] Passive Cooling: architectual, innovation and infrastructure, interdisciplinary cooperation",
"109","0.7749822615476045","0.231048533276773","17","0","[109] Ventilated Glass Facade Systems: innovating material, cool roofs, architectual",
"11","0.8422833654329088","-0.007335107824593165","6","0","[11] Earth Tubes: affordable and clean energy, eco-friendly, sustainable energy",
"110","-0.18705694399352396","0.07636154141517057","18","1","[110] Cool Pavements: reflection cooling, paving, cool roofs",
"111","0.638369578656107","-0.07611119428446765","15","1","[111] Sponge Cities: paving, stormwater and rainwater, cool roofs",
"113","-0.28749426478112544","-0.5451877749514813","24","1","[113] Using Propane as a refrigerant: climate change and issues, heat island, heat policy",
"114","-0.39247579020998563","0.30202470713071056","19","0","[114] Phase Change Materials (PCMs): evaporative and ventilation cooling, air-conditioning cooling, geothermal cooling",
"115","0.6668366845124593","0.39083255947336926","17","0","[115] Air Curtains: cool roofs, geothermal cooling, evaporative and ventilation cooling",
"116","-0.4583211539228157","0.5585454618189607","-1","1","[116] Deep Water Source Cooling: evaporative and ventilation cooling, air-conditioning cooling, geothermal cooling",
"117","-0.4779725435210409","-0.018722719741907975","-1","1","[117] Using water/fountains to cope with heat waves in cities: elastocaloric cooling, heat policy, evaporative and ventilation cooling",
"118","-0.32445017992732234","-0.2599791380023557","28","1","[118] Recruiting Chief Heat Officers: heat policy, heat resilience, heat health risks",
"119","0.07327756902656972","-0.09328236093642624","-1","1","[119] Stormwater Harvesting: stormwater and rainwater, drainage system, climate change and issues",
"12","0.29213884070759827","-0.46496043922054375","10","0","[12] Marina One: sustainable, eco-friendly, sustainable energy",
